Date,Page,Proj,Sum of PageViews
20141218-,Megan_Fox,en,4652
20141218-,Shah_Rukh_Khan,en,4982
20141218-,Sundar_Pichai,en,878
20141218-,Bernie_Sanders,en,1154
20141219-,Ted_Cruz,en,2112
20141219-,Apache_Spark,en,521
20141219-,Sundar_Pichai,en,577
20141219-,Sam_Anderson_(Tamil_actor),en,37
20141219-,John_Kasich,en,437
20141219-,String_theory,en,2176
20141219-,Jack_Ma,en,1731
20141219-,Apache_Hadoop,en,3347
20141219-,Megan_Fox,en,4546
20141219-,Independence_Day_(United_States),en,664
20141219-,Shah_Rukh_Khan,en,5171
20141219-,Bernie_Sanders,en,1330
20141219-,Ryan_Gosling,en,3777
20141219-,Deep_Learning,en,112
20141219-,Donald_Trump,en,3582
20141219-,Hillary_Clinton,en,331
20141220-,Megan_Fox,en,4327
20141220-,Sam_Anderson_(Tamil_actor),en,34
20141220-,Jack_Ma,en,1226
20141220-,Ted_Cruz,en,1416
20141220-,Apache_Hadoop,en,1431
20141220-,Ryan_Gosling,en,3668
20141220-,Donald_Trump,en,2163
20141220-,John_Kasich,en,407
20141220-,Bernie_Sanders,en,1076
20141220-,Apache_Spark,en,215
20141220-,Sundar_Pichai,en,381
20141220-,Shah_Rukh_Khan,en,5230
20141220-,Deep_Learning,en,65
20141220-,Independence_Day_(United_States),en,444
20141220-,String_theory,en,1889
20141220-,Hillary_Clinton,en,268
20141221-,Independence_Day_(United_States),en,508
20141221-,Deep_Learning,en,76
20141221-,Megan_Fox,en,4692
20141221-,Hillary_Clinton,en,259
20141221-,Ted_Cruz,en,1103
20141221-,Sam_Anderson_(Tamil_actor),en,39
20141221-,Ryan_Gosling,en,3777
20141221-,Shah_Rukh_Khan,en,5236
20141221-,Bernie_Sanders,en,663
20141221-,String_theory,en,1822
20141221-,Jack_Ma,en,1111
20141221-,John_Kasich,en,357
20141221-,Donald_Trump,en,2281
20141221-,Sundar_Pichai,en,386
20141221-,Apache_Hadoop,en,1385
20141221-,Apache_Spark,en,270
20141222-,Ryan_Gosling,en,4274
20141222-,Bernie_Sanders,en,896
20141222-,Apache_Hadoop,en,3161
20141222-,John_Kasich,en,331
20141222-,Sundar_Pichai,en,557
20141222-,Deep_Learning,en,88
20141222-,Donald_Trump,en,3072
20141222-,Jack_Ma,en,1567
20141222-,String_theory,en,2297
20141222-,Shah_Rukh_Khan,en,5925
20141222-,Ted_Cruz,en,1212
20141222-,Apache_Spark,en,518
20141222-,Hillary_Clinton,en,333
20141222-,Independence_Day_(United_States),en,577
20141222-,Megan_Fox,en,4928
20141222-,Sam_Anderson_(Tamil_actor),en,47
20141223-,Independence_Day_(United_States),en,604
20141223-,String_theory,en,2089
20141223-,Megan_Fox,en,4889
20141223-,Deep_Learning,en,73
20141223-,Apache_Hadoop,en,2932
20141223-,Ryan_Gosling,en,4979
20141223-,Hillary_Clinton,en,421
20141223-,Bernie_Sanders,en,731
20141223-,Ted_Cruz,en,1198
20141223-,John_Kasich,en,297
20141223-,Apache_Spark,en,544
20141223-,Shah_Rukh_Khan,en,5377
20141223-,Jack_Ma,en,1623
20141223-,Sundar_Pichai,en,519
20141223-,Donald_Trump,en,2555
20141223-,Sam_Anderson_(Tamil_actor),en,40
20141224-,Jack_Ma,en,1515
20141224-,Apache_Hadoop,en,2129
20141224-,Hillary_Clinton,en,294
20141224-,Shah_Rukh_Khan,en,5225
20141224-,Sundar_Pichai,en,445
20141224-,Megan_Fox,en,4700
20141224-,String_theory,en,1905
20141224-,Independence_Day_(United_States),en,524
20141224-,Deep_Learning,en,44
20141224-,Sam_Anderson_(Tamil_actor),en,51
20141224-,John_Kasich,en,290
20141224-,Ted_Cruz,en,979
20141224-,Ryan_Gosling,en,3848
20141224-,Bernie_Sanders,en,549
20141224-,Donald_Trump,en,2139
20141224-,Apache_Spark,en,371
20141225-,Donald_Trump,en,1813
20141225-,John_Kasich,en,296
20141225-,Sam_Anderson_(Tamil_actor),en,53
20141225-,Megan_Fox,en,4071
20141225-,Apache_Hadoop,en,1271
20141225-,Sundar_Pichai,en,358
20141225-,Ted_Cruz,en,760
20141225-,Bernie_Sanders,en,403
20141225-,Hillary_Clinton,en,444
20141225-,Ryan_Gosling,en,3233
20141225-,Deep_Learning,en,32
20141225-,Jack_Ma,en,962
20141225-,Shah_Rukh_Khan,en,5034
20141225-,Independence_Day_(United_States),en,401
20141225-,String_theory,en,1583
20141225-,Apache_Spark,en,252
20141226-,Ted_Cruz,en,685
20141226-,Shah_Rukh_Khan,en,5691
20141226-,Donald_Trump,en,2065
20141226-,Apache_Hadoop,en,1715
20141226-,Jack_Ma,en,1162
20141226-,Bernie_Sanders,en,1089
20141226-,Deep_Learning,en,50
20141226-,String_theory,en,1781
20141226-,John_Kasich,en,204
20141226-,Independence_Day_(United_States),en,522
20141226-,Megan_Fox,en,5172
20141226-,Sam_Anderson_(Tamil_actor),en,50
20141226-,Apache_Spark,en,282
20141226-,Sundar_Pichai,en,560
20141226-,Hillary_Clinton,en,285
20141226-,Ryan_Gosling,en,3867
20141227-,Jack_Ma,en,1054
20141227-,String_theory,en,1909
20141227-,Shah_Rukh_Khan,en,6332
20141227-,Megan_Fox,en,4818
20141227-,Hillary_Clinton,en,314
20141227-,Donald_Trump,en,1904
20141227-,Apache_Hadoop,en,1353
20141227-,Sundar_Pichai,en,418
20141227-,Deep_Learning,en,40
20141227-,Ryan_Gosling,en,4439
20141227-,John_Kasich,en,355
20141227-,Apache_Spark,en,216
20141227-,Sam_Anderson_(Tamil_actor),en,59
20141227-,Bernie_Sanders,en,1276
20141227-,Independence_Day_(United_States),en,431
20141227-,Ted_Cruz,en,746
20141228-,Apache_Hadoop,en,1268
20141228-,Deep_Learning,en,60
20141228-,Ted_Cruz,en,715
20141228-,Megan_Fox,en,4758
20141228-,Sundar_Pichai,en,390
20141228-,Bernie_Sanders,en,834
20141228-,Independence_Day_(United_States),en,535
20141228-,Ryan_Gosling,en,4185
20141228-,John_Kasich,en,313
20141228-,Hillary_Clinton,en,308
20141228-,Apache_Spark,en,225
20141228-,Jack_Ma,en,1082
20141228-,Sam_Anderson_(Tamil_actor),en,48
20141228-,Shah_Rukh_Khan,en,5613
20141228-,Donald_Trump,en,2171
20141228-,String_theory,en,1912
20141229-,John_Kasich,en,330
20141229-,Jack_Ma,en,1514
20141229-,Deep_Learning,en,66
20141229-,Ryan_Gosling,en,5000
20141229-,Apache_Hadoop,en,2691
20141229-,Shah_Rukh_Khan,en,6125
20141229-,Sundar_Pichai,en,490
20141229-,Independence_Day_(United_States),en,587
20141229-,Bernie_Sanders,en,1018
20141229-,Ted_Cruz,en,955
20141229-,String_theory,en,2527
20141229-,Megan_Fox,en,5234
20141229-,Sam_Anderson_(Tamil_actor),en,66
20141229-,Donald_Trump,en,2449
20141229-,Apache_Spark,en,476
20141229-,Hillary_Clinton,en,327
20141230-,Deep_Learning,en,84
20141230-,String_theory,en,2169
20141230-,John_Kasich,en,305
20141230-,Bernie_Sanders,en,964
20141230-,Ryan_Gosling,en,6010
20141230-,Apache_Hadoop,en,2728
20141230-,Sundar_Pichai,en,589
20141230-,Hillary_Clinton,en,299
20141230-,Shah_Rukh_Khan,en,5629
20141230-,Independence_Day_(United_States),en,586
20141230-,Donald_Trump,en,2734
20141230-,Jack_Ma,en,2153
20141230-,Apache_Spark,en,434
20141230-,Ted_Cruz,en,1093
20141230-,Sam_Anderson_(Tamil_actor),en,35
20141230-,Megan_Fox,en,5292
20141231-,String_theory,en,2081
20141231-,Independence_Day_(United_States),en,481
20141231-,Ted_Cruz,en,890
20141231-,Apache_Spark,en,339
20141231-,Sam_Anderson_(Tamil_actor),en,48
20141231-,Shah_Rukh_Khan,en,5359
20141231-,Hillary_Clinton,en,275
20141231-,Sundar_Pichai,en,591
20141231-,Deep_Learning,en,49
20141231-,John_Kasich,en,201
20141231-,Bernie_Sanders,en,898
20141231-,Ryan_Gosling,en,4829
20141231-,Jack_Ma,en,1850
20141231-,Apache_Hadoop,en,2770
20141231-,Megan_Fox,en,4079
20141231-,Donald_Trump,en,2534
20150101-,Megan_Fox,en,4305
20150101-,Shah_Rukh_Khan,en,5584
20150101-,Deep_Learning,en,43
20150101-,Apache_Hadoop,en,1470
20150101-,Hillary_Clinton,en,306
20150101-,Bernie_Sanders,en,627
20150101-,Jack_Ma,en,1222
20150101-,Sundar_Pichai,en,407
20150101-,Sam_Anderson_(Tamil_actor),en,25
20150101-,Ryan_Gosling,en,4417
20150101-,John_Kasich,en,164
20150101-,Donald_Trump,en,2338
20150101-,Independence_Day_(United_States),en,520
20150101-,Ted_Cruz,en,903
20150101-,Apache_Spark,en,270
20150101-,String_theory,en,1664
20150102-,Megan_Fox,en,4633
20150102-,Sam_Anderson_(Tamil_actor),en,52
20150102-,Ryan_Gosling,en,4964
20150102-,Ted_Cruz,en,1200
20150102-,Apache_Hadoop,en,2625
20150102-,Apache_Spark,en,400
20150102-,Bernie_Sanders,en,860
20150102-,Shah_Rukh_Khan,en,6829
20150102-,String_theory,en,2229
20150102-,Hillary_Clinton,en,445
20150102-,Donald_Trump,en,2837
20150102-,John_Kasich,en,339
20150102-,Jack_Ma,en,1603
20150102-,Independence_Day_(United_States),en,599
20150102-,Deep_Learning,en,51
20150102-,Sundar_Pichai,en,566
20150103-,Shah_Rukh_Khan,en,6850
20150103-,Independence_Day_(United_States),en,531
20150103-,Deep_Learning,en,62
20150103-,Ted_Cruz,en,996
20150103-,Sam_Anderson_(Tamil_actor),en,46
20150103-,Jack_Ma,en,1346
20150103-,Donald_Trump,en,3858
20150103-,Apache_Spark,en,274
20150103-,Hillary_Clinton,en,417
20150103-,String_theory,en,1946
20150103-,John_Kasich,en,318
20150103-,Apache_Hadoop,en,1551
20150103-,Bernie_Sanders,en,935
20150103-,Megan_Fox,en,4856
20150103-,Sundar_Pichai,en,401
20150103-,Ryan_Gosling,en,4657
20150104-,Sam_Anderson_(Tamil_actor),en,43
20150104-,Jack_Ma,en,1280
20150104-,John_Kasich,en,365
20150104-,Ted_Cruz,en,998
20150104-,Apache_Spark,en,269
20150104-,Apache_Hadoop,en,1605
20150104-,Shah_Rukh_Khan,en,6295
20150104-,Megan_Fox,en,5301
20150104-,String_theory,en,1977
20150104-,Bernie_Sanders,en,1053
20150104-,Ryan_Gosling,en,5164
20150104-,Independence_Day_(United_States),en,579
20150104-,Hillary_Clinton,en,315
20150104-,Donald_Trump,en,3300
20150104-,Sundar_Pichai,en,446
20150104-,Deep_Learning,en,60
20150105-,Megan_Fox,en,4574
20150105-,Ryan_Gosling,en,4717
20150105-,Shah_Rukh_Khan,en,7538
20150105-,Hillary_Clinton,en,355
20150105-,Donald_Trump,en,6569
20150105-,Deep_Learning,en,88
20150105-,Independence_Day_(United_States),en,853
20150105-,Apache_Hadoop,en,3924
20150105-,Bernie_Sanders,en,1021
20150105-,String_theory,en,2407
20150105-,Sam_Anderson_(Tamil_actor),en,39
20150105-,John_Kasich,en,398
20150105-,Ted_Cruz,en,1325
20150105-,Jack_Ma,en,1805
20150105-,Apache_Spark,en,671
20150105-,Sundar_Pichai,en,560
20150106-,Deep_Learning,en,74
20150106-,Sam_Anderson_(Tamil_actor),en,65
20150106-,String_theory,en,2729
20150106-,Sundar_Pichai,en,591
20150106-,Independence_Day_(United_States),en,1019
20150106-,Apache_Spark,en,707
20150106-,Donald_Trump,en,11671
20150106-,Shah_Rukh_Khan,en,7773
20150106-,John_Kasich,en,518
20150106-,Hillary_Clinton,en,368
20150106-,Apache_Hadoop,en,4519
20150106-,Megan_Fox,en,5081
20150106-,Jack_Ma,en,1701
20150106-,Ryan_Gosling,en,6206
20150106-,Bernie_Sanders,en,1447
20150106-,Ted_Cruz,en,1420
20150107-,Hillary_Clinton,en,340
20150107-,String_theory,en,3149
20150107-,Apache_Hadoop,en,4515
20150107-,Independence_Day_(United_States),en,1013
20150107-,Deep_Learning,en,60
20150107-,Apache_Spark,en,788
20150107-,Ryan_Gosling,en,5898
20150107-,Megan_Fox,en,5104
20150107-,Sam_Anderson_(Tamil_actor),en,41
20150107-,Ted_Cruz,en,1307
20150107-,Jack_Ma,en,1463
20150107-,Shah_Rukh_Khan,en,7032
20150107-,Sundar_Pichai,en,818
20150107-,Bernie_Sanders,en,1324
20150107-,Donald_Trump,en,5137
20150107-,John_Kasich,en,444
20150108-,Ryan_Gosling,en,4720
20150108-,Deep_Learning,en,68
20150108-,Apache_Hadoop,en,4216
20150108-,Apache_Spark,en,707
20150108-,Shah_Rukh_Khan,en,5978
20150108-,Megan_Fox,en,6617
20150108-,Hillary_Clinton,en,306
20150108-,Sundar_Pichai,en,680
20150108-,Ted_Cruz,en,1303
20150108-,Sam_Anderson_(Tamil_actor),en,36
20150108-,John_Kasich,en,311
20150108-,Bernie_Sanders,en,1193
20150108-,Jack_Ma,en,1440
20150108-,Independence_Day_(United_States),en,975
20150108-,String_theory,en,2834
20150108-,Donald_Trump,en,4873
20150109-,Apache_Spark,en,728
20150109-,Hillary_Clinton,en,357
20150109-,Megan_Fox,en,6000
20150109-,Bernie_Sanders,en,928
20150109-,Ted_Cruz,en,1245
20150109-,John_Kasich,en,375
20150109-,Jack_Ma,en,1308
20150109-,Independence_Day_(United_States),en,790
20150109-,Apache_Hadoop,en,3728
20150109-,String_theory,en,2213
20150109-,Sam_Anderson_(Tamil_actor),en,48
20150109-,Shah_Rukh_Khan,en,5897
20150109-,Deep_Learning,en,65
20150109-,Ryan_Gosling,en,4422
20150109-,Donald_Trump,en,4185
20150109-,Sundar_Pichai,en,622
20150110-,Megan_Fox,en,5136
20150110-,Apache_Hadoop,en,1560
20150110-,Sam_Anderson_(Tamil_actor),en,40
20150110-,Apache_Spark,en,270
20150110-,Sundar_Pichai,en,391
20150110-,Bernie_Sanders,en,785
20150110-,Jack_Ma,en,1104
20150110-,Hillary_Clinton,en,310
20150110-,John_Kasich,en,259
20150110-,Ryan_Gosling,en,4132
20150110-,String_theory,en,1747
20150110-,Ted_Cruz,en,1343
20150110-,Deep_Learning,en,32
20150110-,Shah_Rukh_Khan,en,5339
20150110-,Donald_Trump,en,2614
20150110-,Independence_Day_(United_States),en,502
20150111-,Sundar_Pichai,en,482
20150111-,Ryan_Gosling,en,4389
20150111-,Shah_Rukh_Khan,en,6434
20150111-,Sam_Anderson_(Tamil_actor),en,33
20150111-,Apache_Hadoop,en,1512
20150111-,Megan_Fox,en,5124
20150111-,String_theory,en,1968
20150111-,Independence_Day_(United_States),en,654
20150111-,Ted_Cruz,en,1248
20150111-,Hillary_Clinton,en,353
20150111-,Jack_Ma,en,1202
20150111-,Donald_Trump,en,2846
20150111-,Deep_Learning,en,43
20150111-,Apache_Spark,en,293
20150111-,Bernie_Sanders,en,1025
20150111-,John_Kasich,en,305
20150112-,Bernie_Sanders,en,949
20150112-,String_theory,en,2549
20150112-,Apache_Spark,en,818
20150112-,Shah_Rukh_Khan,en,6236
20150112-,Ted_Cruz,en,3774
20150112-,Independence_Day_(United_States),en,934
20150112-,Jack_Ma,en,1772
20150112-,Megan_Fox,en,4625
20150112-,Deep_Learning,en,67
20150112-,Sam_Anderson_(Tamil_actor),en,56
20150112-,Sundar_Pichai,en,562
20150112-,Ryan_Gosling,en,4535
20150112-,Apache_Hadoop,en,4095
20150112-,Donald_Trump,en,4210
20150112-,John_Kasich,en,634
20150112-,Hillary_Clinton,en,350
20150113-,String_theory,en,2411
20150113-,Shah_Rukh_Khan,en,5194
20150113-,Sam_Anderson_(Tamil_actor),en,50
20150113-,John_Kasich,en,670
20150113-,Ted_Cruz,en,6800
20150113-,Hillary_Clinton,en,376
20150113-,Independence_Day_(United_States),en,980
20150113-,Donald_Trump,en,6513
20150113-,Deep_Learning,en,67
20150113-,Ryan_Gosling,en,4626
20150113-,Apache_Hadoop,en,4623
20150113-,Bernie_Sanders,en,1192
20150113-,Jack_Ma,en,1473
20150113-,Apache_Spark,en,852
20150113-,Megan_Fox,en,4315
20150113-,Sundar_Pichai,en,582
20150114-,Shah_Rukh_Khan,en,5379
20150114-,Sundar_Pichai,en,525
20150114-,Apache_Hadoop,en,4495
20150114-,Deep_Learning,en,72
20150114-,Sam_Anderson_(Tamil_actor),en,46
20150114-,Ted_Cruz,en,5085
20150114-,Independence_Day_(United_States),en,1016
20150114-,Apache_Spark,en,840
20150114-,Ryan_Gosling,en,5915
20150114-,John_Kasich,en,614
20150114-,Donald_Trump,en,4861
20150114-,Hillary_Clinton,en,383
20150114-,String_theory,en,2367
20150114-,Bernie_Sanders,en,1239
20150114-,Jack_Ma,en,1405
20150114-,Megan_Fox,en,5197
20150115-,Independence_Day_(United_States),en,975
20150115-,Apache_Hadoop,en,4229
20150115-,Sundar_Pichai,en,478
20150115-,Sam_Anderson_(Tamil_actor),en,37
20150115-,Ryan_Gosling,en,4981
20150115-,Hillary_Clinton,en,337
20150115-,Jack_Ma,en,1427
20150115-,String_theory,en,2464
20150115-,Shah_Rukh_Khan,en,4900
20150115-,Deep_Learning,en,63
20150115-,Donald_Trump,en,3663
20150115-,Apache_Spark,en,784
20150115-,Megan_Fox,en,6592
20150115-,John_Kasich,en,481
20150115-,Ted_Cruz,en,3574
20150115-,Bernie_Sanders,en,1385
20150116-,Deep_Learning,en,83
20150116-,String_theory,en,2387
20150116-,Megan_Fox,en,5770
20150116-,Bernie_Sanders,en,1094
20150116-,Hillary_Clinton,en,478
20150116-,Ted_Cruz,en,2230
20150116-,Shah_Rukh_Khan,en,4767
20150116-,Jack_Ma,en,1574
20150116-,Donald_Trump,en,3631
20150116-,Sundar_Pichai,en,665
20150116-,Independence_Day_(United_States),en,859
20150116-,Apache_Spark,en,752
20150116-,Apache_Hadoop,en,3937
20150116-,John_Kasich,en,927
20150116-,Ryan_Gosling,en,4512
20150116-,Sam_Anderson_(Tamil_actor),en,143
20150117-,Ted_Cruz,en,1478
20150117-,Hillary_Clinton,en,565
20150117-,Bernie_Sanders,en,779
20150117-,Donald_Trump,en,2748
20150117-,Deep_Learning,en,79
20150117-,Apache_Spark,en,351
20150117-,Shah_Rukh_Khan,en,5362
20150117-,Jack_Ma,en,916
20150117-,Megan_Fox,en,5340
20150117-,Ryan_Gosling,en,4471
20150117-,Sam_Anderson_(Tamil_actor),en,75
20150117-,String_theory,en,1752
20150117-,Sundar_Pichai,en,619
20150117-,Apache_Hadoop,en,1764
20150117-,Independence_Day_(United_States),en,540
20150117-,John_Kasich,en,435
20150118-,Deep_Learning,en,69
20150118-,John_Kasich,en,298
20150118-,Apache_Spark,en,395
20150118-,Independence_Day_(United_States),en,650
20150118-,Jack_Ma,en,994
20150118-,Megan_Fox,en,5583
20150118-,Bernie_Sanders,en,855
20150118-,Ryan_Gosling,en,7320
20150118-,Donald_Trump,en,2934
20150118-,Hillary_Clinton,en,312
20150118-,Sam_Anderson_(Tamil_actor),en,55
20150118-,Sundar_Pichai,en,403
20150118-,Shah_Rukh_Khan,en,5010
20150118-,Ted_Cruz,en,1405
20150118-,Apache_Hadoop,en,1716
20150118-,String_theory,en,2060
20150119-,Deep_Learning,en,85
20150119-,Apache_Hadoop,en,4200
20150119-,String_theory,en,2340
20150119-,Sundar_Pichai,en,531
20150119-,Apache_Spark,en,685
20150119-,Megan_Fox,en,4831
20150119-,John_Kasich,en,333
20150119-,Ryan_Gosling,en,5560
20150119-,Donald_Trump,en,4082
20150119-,Shah_Rukh_Khan,en,5118
20150119-,Ted_Cruz,en,2165
20150119-,Bernie_Sanders,en,963
20150119-,Sam_Anderson_(Tamil_actor),en,54
20150119-,Hillary_Clinton,en,407
20150119-,Independence_Day_(United_States),en,957
20150119-,Jack_Ma,en,1378
20150120-,Apache_Spark,en,873
20150120-,Independence_Day_(United_States),en,1067
20150120-,Sam_Anderson_(Tamil_actor),en,40
20150120-,Bernie_Sanders,en,1244
20150120-,String_theory,en,2964
20150120-,Donald_Trump,en,6697
20150120-,Apache_Hadoop,en,4510
20150120-,Jack_Ma,en,1759
20150120-,Shah_Rukh_Khan,en,5175
20150120-,John_Kasich,en,511
20150120-,Deep_Learning,en,67
20150120-,Megan_Fox,en,4136
20150120-,Hillary_Clinton,en,338
20150120-,Ted_Cruz,en,2012
20150120-,Ryan_Gosling,en,4454
20150120-,Sundar_Pichai,en,512
20150121-,String_theory,en,2684
20150121-,Shah_Rukh_Khan,en,4875
20150121-,Apache_Hadoop,en,4622
20150121-,Donald_Trump,en,4698
20150121-,Apache_Spark,en,838
20150121-,Deep_Learning,en,79
20150121-,Bernie_Sanders,en,1629
20150121-,Sam_Anderson_(Tamil_actor),en,37
20150121-,Sundar_Pichai,en,532
20150121-,Independence_Day_(United_States),en,1067
20150121-,Jack_Ma,en,2128
20150121-,John_Kasich,en,594
20150121-,Megan_Fox,en,3835
20150121-,Hillary_Clinton,en,402
20150121-,Ted_Cruz,en,3450
20150121-,Ryan_Gosling,en,4705
20150122-,Ryan_Gosling,en,5381
20150122-,Bernie_Sanders,en,1145
20150122-,Jack_Ma,en,1602
20150122-,String_theory,en,3336
20150122-,Donald_Trump,en,3948
20150122-,Apache_Hadoop,en,4369
20150122-,Deep_Learning,en,74
20150122-,Independence_Day_(United_States),en,1013
20150122-,Sam_Anderson_(Tamil_actor),en,34
20150122-,Ted_Cruz,en,2530
20150122-,Megan_Fox,en,3902
20150122-,Hillary_Clinton,en,414
20150122-,Shah_Rukh_Khan,en,5364
20150122-,Sundar_Pichai,en,567
20150122-,Apache_Spark,en,890
20150122-,John_Kasich,en,630
20150123-,Ted_Cruz,en,1911
20150123-,John_Kasich,en,1674
20150123-,Shah_Rukh_Khan,en,4959
20150123-,Donald_Trump,en,3723
20150123-,String_theory,en,2539
20150123-,Hillary_Clinton,en,499
20150123-,Megan_Fox,en,3717
20150123-,Deep_Learning,en,67
20150123-,Sam_Anderson_(Tamil_actor),en,58
20150123-,Jack_Ma,en,3324
20150123-,Apache_Spark,en,760
20150123-,Ryan_Gosling,en,4081
20150123-,Sundar_Pichai,en,609
20150123-,Bernie_Sanders,en,1017
20150123-,Apache_Hadoop,en,3798
20150123-,Independence_Day_(United_States),en,989
20150124-,Sundar_Pichai,en,424
20150124-,Hillary_Clinton,en,331
20150124-,Megan_Fox,en,3655
20150124-,Donald_Trump,en,3546
20150124-,Ted_Cruz,en,2357
20150124-,John_Kasich,en,567
20150124-,Bernie_Sanders,en,855
20150124-,Sam_Anderson_(Tamil_actor),en,54
20150124-,Shah_Rukh_Khan,en,5105
20150124-,String_theory,en,1796
20150124-,Deep_Learning,en,39
20150124-,Independence_Day_(United_States),en,667
20150124-,Jack_Ma,en,2207
20150124-,Apache_Spark,en,405
20150124-,Ryan_Gosling,en,3718
20150124-,Apache_Hadoop,en,1677
20150125-,Sam_Anderson_(Tamil_actor),en,37
20150125-,Hillary_Clinton,en,400
20150125-,Ted_Cruz,en,3086
20150125-,Independence_Day_(United_States),en,835
20150125-,Shah_Rukh_Khan,en,5307
20150125-,Ryan_Gosling,en,4907
20150125-,Jack_Ma,en,1580
20150125-,Sundar_Pichai,en,329
20150125-,Deep_Learning,en,44
20150125-,Megan_Fox,en,3874
20150125-,Bernie_Sanders,en,1121
20150125-,String_theory,en,2010
20150125-,Donald_Trump,en,5302
20150125-,Apache_Hadoop,en,1599
20150125-,John_Kasich,en,1330
20150125-,Apache_Spark,en,355
20150126-,Independence_Day_(United_States),en,1663
20150126-,Bernie_Sanders,en,1255
20150126-,Megan_Fox,en,3854
20150126-,Deep_Learning,en,58
20150126-,Apache_Hadoop,en,3714
20150126-,Donald_Trump,en,7668
20150126-,Jack_Ma,en,1885
20150126-,Sam_Anderson_(Tamil_actor),en,51
20150126-,Ryan_Gosling,en,4844
20150126-,Ted_Cruz,en,2882
20150126-,John_Kasich,en,1499
20150126-,String_theory,en,2604
20150126-,Shah_Rukh_Khan,en,5286
20150126-,Sundar_Pichai,en,381
20150126-,Hillary_Clinton,en,392
20150126-,Apache_Spark,en,794
20150127-,Shah_Rukh_Khan,en,5456
20150127-,Sam_Anderson_(Tamil_actor),en,48
20150127-,Apache_Hadoop,en,4595
20150127-,John_Kasich,en,760
20150127-,Bernie_Sanders,en,1450
20150127-,Hillary_Clinton,en,555
20150127-,Deep_Learning,en,71
20150127-,Apache_Spark,en,981
20150127-,String_theory,en,2574
20150127-,Megan_Fox,en,3768
20150127-,Ryan_Gosling,en,4141
20150127-,Sundar_Pichai,en,484
20150127-,Independence_Day_(United_States),en,1270
20150127-,Donald_Trump,en,9525
20150127-,Jack_Ma,en,3873
20150127-,Ted_Cruz,en,2993
20150128-,John_Kasich,en,745
20150128-,Independence_Day_(United_States),en,1171
20150128-,Deep_Learning,en,60
20150128-,Apache_Spark,en,1099
20150128-,Sam_Anderson_(Tamil_actor),en,39
20150128-,Donald_Trump,en,6638
20150128-,Hillary_Clinton,en,386
20150128-,Shah_Rukh_Khan,en,5224
20150128-,Bernie_Sanders,en,1565
20150128-,Jack_Ma,en,4025
20150128-,Apache_Hadoop,en,5040
20150128-,Sundar_Pichai,en,523
20150128-,Ted_Cruz,en,2762
20150128-,String_theory,en,2801
20150128-,Ryan_Gosling,en,4097
20150128-,Megan_Fox,en,3591
20150129-,Megan_Fox,en,3665
20150129-,String_theory,en,2604
20150129-,Deep_Learning,en,81
20150129-,Apache_Spark,en,920
20150129-,Bernie_Sanders,en,1267
20150129-,Ted_Cruz,en,2670
20150129-,Jack_Ma,en,3136
20150129-,Donald_Trump,en,4946
20150129-,John_Kasich,en,588
20150129-,Apache_Hadoop,en,4867
20150129-,Ryan_Gosling,en,4302
20150129-,Shah_Rukh_Khan,en,5286
20150129-,Sundar_Pichai,en,460
20150129-,Sam_Anderson_(Tamil_actor),en,41
20150129-,Hillary_Clinton,en,380
20150129-,Independence_Day_(United_States),en,1126
20150130-,String_theory,en,2520
20150130-,Apache_Hadoop,en,3948
20150130-,Megan_Fox,en,3556
20150130-,Bernie_Sanders,en,1547
20150130-,Shah_Rukh_Khan,en,4716
20150130-,Sundar_Pichai,en,472
20150130-,Ryan_Gosling,en,5901
20150130-,Ted_Cruz,en,3075
20150130-,Deep_Learning,en,70
20150130-,Sam_Anderson_(Tamil_actor),en,44
20150130-,John_Kasich,en,854
20150130-,Donald_Trump,en,4541
20150130-,Jack_Ma,en,2693
20150130-,Independence_Day_(United_States),en,918
20150130-,Hillary_Clinton,en,368
20150130-,Apache_Spark,en,821
20150131-,Apache_Hadoop,en,1777
20150131-,Shah_Rukh_Khan,en,5114
20150131-,Independence_Day_(United_States),en,608
20150131-,Jack_Ma,en,1542
20150131-,Deep_Learning,en,43
20150131-,Sundar_Pichai,en,365
20150131-,Bernie_Sanders,en,1321
20150131-,Apache_Spark,en,460
20150131-,Sam_Anderson_(Tamil_actor),en,36
20150131-,Ted_Cruz,en,2566
20150131-,Donald_Trump,en,3618
20150131-,String_theory,en,2112
20150131-,Ryan_Gosling,en,5274
20150131-,Hillary_Clinton,en,339
20150131-,John_Kasich,en,703
20150131-,Megan_Fox,en,3714
20150201-,Sam_Anderson_(Tamil_actor),en,46
20150201-,Sundar_Pichai,en,534
20150201-,String_theory,en,2100
20150201-,Shah_Rukh_Khan,en,5316
20150201-,Deep_Learning,en,31
20150201-,Independence_Day_(United_States),en,700
20150201-,John_Kasich,en,519
20150201-,Jack_Ma,en,1272
20150201-,Bernie_Sanders,en,1104
20150201-,Ryan_Gosling,en,5046
20150201-,Hillary_Clinton,en,388
20150201-,Megan_Fox,en,3713
20150201-,Apache_Spark,en,387
20150201-,Ted_Cruz,en,1815
20150201-,Apache_Hadoop,en,1817
20150201-,Donald_Trump,en,3381
20150202-,Apache_Spark,en,872
20150202-,Apache_Hadoop,en,4438
20150202-,Sam_Anderson_(Tamil_actor),en,31
20150202-,Hillary_Clinton,en,554
20150202-,John_Kasich,en,550
